stops,measured_Z8_HLG_IRE,source_chart_HLG_theory_IRE,calibrated_BT2100_HLG_IRE,final_reverse_curve_IRE,region
-3.88000000,9.8979397151,9.4086491783,9.3918238623,9.3918238623,exact_HLG_theory
-3.86000000,9.9591798621,9.4729248237,9.4571491633,9.4571491633,exact_HLG_theory
-3.84000000,10.0199781822,9.5335665375,9.5229288377,9.5229288377,exact_HLG_theory
-3.82000000,10.0803021916,9.5939713896,9.5891660459,9.5891660459,exact_HLG_theory
-3.80000000,10.1401260868,9.6595047633,9.6558639703,9.6558639703,exact_HLG_theory
-3.78000000,10.1994307440,9.7250731070,9.7230258155,9.7230258155,exact_HLG_theory
-3.76000000,10.2582037198,9.7918954999,9.7906548083,9.7906548083,exact_HLG_theory
-3.74000000,10.3164392508,9.8680668661,9.8587541979,9.8587541979,exact_HLG_theory
-3.72000000,10.3741382536,9.9381925795,9.9273272562,9.9273272562,exact_HLG_theory
-3.70000000,10.4313083249,10.0098552553,9.9963772779,9.9963772779,exact_HLG_theory
-3.68000000,10.4879637416,10.0859725066,10.0659075804,10.0659075804,exact_HLG_theory
-3.66000000,10.5441254606,10.1593090231,10.1359215045,10.1359215045,exact_HLG_theory
-3.64000000,10.5998211188,10.2330179335,10.2064224138,10.2064224138,exact_HLG_theory
-3.62000000,10.6550850333,10.3002056898,10.2774136958,10.2774136958,exact_HLG_theory
-3.60000000,10.7099582012,10.3768984412,10.3488987613,10.3488987613,exact_HLG_theory
-3.58000000,10.7644882998,10.4505181594,10.4208810446,10.4208810446,exact_HLG_theory
-3.56000000,10.8187296864,10.5224355488,10.4933640044,10.4933640044,exact_HLG_theory
-3.54000000,10.8727433983,10.5971271515,10.5663511230,10.5663511230,exact_HLG_theory
-3.52000000,10.9265971530,10.6701941120,10.6398459071,10.6398459071,exact_HLG_theory
-3.50000000,10.9803653480,10.7425219645,10.7138518879,10.7138518879,exact_HLG_theory
-3.48000000,11.0342283639,10.8153116692,10.7883726210,10.7883726210,exact_HLG_theory
-3.46000000,11.0885209606,10.8929089479,10.8634116868,10.8634116868,exact_HLG_theory
-3.44000000,11.1434326100,10.9725399268,10.9389726906,10.9389726906,exact_HLG_theory
-3.42000000,11.1975889084,11.0503431199,11.0150592627,11.0150592627,exact_HLG_theory
-3.40000000,11.2510680302,11.1229718655,11.0916750588,11.0916750588,exact_HLG_theory
-3.38000000,11.3068522890,11.1995849851,11.1688237599,11.1688237599,exact_HLG_theory
-3.36000000,11.3627485465,11.2772625003,11.2465090726,11.2465090726,exact_HLG_theory
-3.34000000,11.4176285961,11.3532114462,11.3247347294,11.3247347294,exact_HLG_theory
-3.32000000,11.4721778322,11.4330557171,11.4035044887,11.4035044887,exact_HLG_theory
-3.30000000,11.5263445183,11.5134965931,11.4828221350,11.4828221350,exact_HLG_theory
-3.28000000,11.5802993268,11.5941234192,11.5626914792,11.5626914792,exact_HLG_theory
-3.26000000,11.6362983907,11.6730690499,11.6431163585,11.6431163585,exact_HLG_theory
-3.24000000,11.6911087018,11.7520652810,11.7241006372,11.7241006372,exact_HLG_theory
-3.22000000,11.7442607012,11.8370581191,11.8056482060,11.8056482060,exact_HLG_theory
-3.20000000,11.7959605336,11.9258258999,11.8877629831,11.8877629831,exact_HLG_theory
-3.18000000,11.8469019086,12.0120825602,11.9704489136,11.9704489136,exact_HLG_theory
-3.16000000,11.8978174338,12.1051573136,12.0537099702,12.0537099702,exact_HLG_theory
-3.14000000,11.9493807518,12.1958180411,12.1375501533,12.1375501533,exact_HLG_theory
-3.12000000,12.0022065409,12.2823099990,12.2219734909,12.2219734909,exact_HLG_theory
-3.10000000,12.0568505148,12.3743359924,12.3069840393,12.3069840393,exact_HLG_theory
-3.08000000,12.1138094227,12.4634907048,12.3925858829,12.3925858829,exact_HLG_theory
-3.06000000,12.1735210492,12.5521313137,12.4787831343,12.4787831343,exact_HLG_theory
-3.04000000,12.2363642141,12.6440895178,12.5655799350,12.5655799350,exact_HLG_theory
-3.02000000,12.3026587731,12.7313005421,12.6529804553,12.6529804553,exact_HLG_theory
-3.00000000,12.3726656170,12.8201467505,12.7409888942,12.7409888942,exact_HLG_theory
-2.98000000,12.4465866721,12.9096242861,12.8296094802,12.8296094802,exact_HLG_theory
-2.96000000,12.5245649001,12.9992929597,12.9188464712,12.9188464712,exact_HLG_theory
-2.94000000,12.6066842985,13.0880823210,13.0087041545,13.0087041545,exact_HLG_theory
-2.92000000,12.6929698997,13.1750230651,13.0991868474,13.0991868474,exact_HLG_theory
-2.90000000,12.7833877719,13.2641846961,13.1902988972,13.1902988972,exact_HLG_theory
-2.88000000,12.8778450186,13.3528453808,13.2820446815,13.2820446815,exact_HLG_theory
-2.86000000,12.9761897788,13.4437556942,13.3744286081,13.3744286081,exact_HLG_theory
-2.84000000,13.0782112270,13.5330875876,13.4674551158,13.4674551158,exact_HLG_theory
-2.82000000,13.1836395729,13.6186776372,13.5611286740,13.5611286740,exact_HLG_theory
-2.80000000,13.2921460620,13.7033593365,13.6554537833,13.6554537833,exact_HLG_theory
-2.78000000,13.4033429748,13.7907268147,13.7504349756,13.7504349756,exact_HLG_theory
-2.76000000,13.5167836277,13.8804398234,13.8460768144,13.8460768144,exact_HLG_theory
-2.74000000,13.6319623723,13.9712736892,13.9423838948,13.9423838948,exact_HLG_theory
-2.72000000,13.7483145955,14.0648463465,14.0393608438,14.0393608438,exact_HLG_theory
-2.70000000,13.8656738293,14.1561619699,14.1370123210,14.1370123210,exact_HLG_theory
-2.68000000,13.9837267170,14.2485288766,14.2353430178,14.2353430178,exact_HLG_theory
-2.66000000,14.1019433856,14.3433443070,14.3343576587,14.3343576587,exact_HLG_theory
-2.64000000,14.2168486556,14.4407065764,14.4340610010,14.4340610010,exact_HLG_theory
-2.62000000,14.3306006319,14.5407139999,14.5344578348,14.5344578348,exact_HLG_theory
-2.60000000,14.4438615579,14.6434648928,14.6355529838,14.6355529838,exact_HLG_theory
-2.58000000,14.5570516602,14.7441326982,14.7373513052,14.7373513052,exact_HLG_theory
-2.56000000,14.6702417625,14.8468270626,14.8398576899,14.8398576899,exact_HLG_theory
-2.54000000,14.7834318648,14.9488693494,14.9430770629,14.9430770629,exact_HLG_theory
-2.52000000,14.8966219672,15.0535130950,15.0470143834,15.0470143834,exact_HLG_theory
-2.50000000,15.0098120695,15.1608090950,15.1516746452,15.1516746452,exact_HLG_theory
-2.48000000,15.1230021718,15.2700683234,15.2570628766,15.2570628766,exact_HLG_theory
-2.46000000,15.2361922742,15.3780301481,15.3631841411,15.3631841411,exact_HLG_theory
-2.44000000,15.3493823765,15.4855113385,15.4700435375,15.4700435375,exact_HLG_theory
-2.42000000,15.4625724788,15.5967360007,15.5776461997,15.5776461997,exact_HLG_theory
-2.40000000,15.5757625811,15.7067176416,15.6859972976,15.6859972976,exact_HLG_theory
-2.38000000,15.6889526835,15.8202357736,15.7951020370,15.7951020370,exact_HLG_theory
-2.36000000,15.8021427858,15.9297252499,15.9049656598,15.9049656598,exact_HLG_theory
-2.34000000,15.9153328881,16.0415580628,16.0155934446,16.0155934446,exact_HLG_theory
-2.32000000,16.0285229905,16.1553409518,16.1269907065,16.1269907065,exact_HLG_theory
-2.30000000,16.1417130928,16.2706806559,16.2391627977,16.2391627977,exact_HLG_theory
-2.28000000,16.2549031951,16.3871839143,16.3521151074,16.3521151074,exact_HLG_theory
-2.26000000,16.3680932975,16.5044574664,16.4658530625,16.4658530625,exact_HLG_theory
-2.24000000,16.4812833998,16.6198474279,16.5803821277,16.5803821277,exact_HLG_theory
-2.22000000,16.5944735021,16.7342975531,16.6957078056,16.6957078056,exact_HLG_theory
-2.20000000,16.7076636044,16.8502319744,16.8118356370,16.8118356370,exact_HLG_theory
-2.18000000,16.8208537068,16.9661876873,16.9287712013,16.9287712013,exact_HLG_theory
-2.16000000,16.9340438091,17.0853901431,17.0465201168,17.0465201168,exact_HLG_theory
-2.14000000,17.0472339114,17.2019237787,17.1650880407,17.1650880407,exact_HLG_theory
-2.12000000,17.1604240138,17.3213028421,17.2844806698,17.2844806698,exact_HLG_theory
-2.10000000,17.2736141161,17.4373465869,17.4047037403,17.4047037403,exact_HLG_theory
-2.08000000,17.3868042184,17.5574459121,17.5257630284,17.5257630284,exact_HLG_theory
-2.06000000,17.4999943207,17.6777487788,17.6476643505,17.6476643505,exact_HLG_theory
-2.04000000,17.6131844231,17.8045683367,17.7704135632,17.7704135632,exact_HLG_theory
-2.02000000,17.7263745254,17.9255793448,17.8940165643,17.8940165643,exact_HLG_theory
-2.00000000,17.8395646277,18.0534456230,18.0184792922,18.0184792922,exact_HLG_theory
-1.98000000,17.9527384596,18.1784927218,18.1438077269,18.1438077269,exact_HLG_theory
-1.96000000,18.0650575282,18.3016766626,18.2700078898,18.2700078898,exact_HLG_theory
-1.94000000,18.1768287805,18.4360604185,18.3970858442,18.3970858442,exact_HLG_theory
-1.92000000,18.2880075833,18.5680035407,18.5250476957,18.5250476957,exact_HLG_theory
-1.90000000,18.3978225028,18.6988207346,18.6538995922,18.6538995922,exact_HLG_theory
-1.88000000,18.5132570374,18.8323595568,18.7836477246,18.7836477246,exact_HLG_theory
-1.86000000,18.6285280985,18.9675400297,18.9142983266,18.9142983266,exact_HLG_theory
-1.84000000,18.7405251807,19.1046104828,19.0458576754,19.0458576754,exact_HLG_theory
-1.82000000,18.8504948885,19.2419199181,19.1783320918,19.1783320918,exact_HLG_theory
-1.80000000,18.9622558665,19.3802272916,19.3117279407,19.3117279407,exact_HLG_theory
-1.78000000,19.0785873538,19.5185184317,19.4460516310,19.4460516310,exact_HLG_theory
-1.76000000,19.1949203852,19.6560469390,19.5813096166,19.5813096166,exact_HLG_theory
-1.74000000,19.3125414012,19.7991494382,19.7175083958,19.7175083958,exact_HLG_theory
-1.72000000,19.4311415822,19.9452175894,19.8546545124,19.8546545124,exact_HLG_theory
-1.70000000,19.5532979265,20.0885001998,19.9927545557,19.9927545557,exact_HLG_theory
-1.68000000,19.6763345332,20.2315100789,20.1318151608,20.1318151608,exact_HLG_theory
-1.66000000,19.8008664765,20.3756846840,20.2718430089,20.2718430089,exact_HLG_theory
-1.64000000,19.9288337329,20.5173021101,20.4128448277,20.4128448277,exact_HLG_theory
-1.62000000,20.0596657284,20.6573937681,20.5548273917,20.5548273917,exact_HLG_theory
-1.60000000,20.1900824808,20.7962835088,20.6977975225,20.6977975225,exact_HLG_theory
-1.58000000,20.3191024092,20.9358821536,20.8417620893,20.8417620893,exact_HLG_theory
-1.56000000,20.4476013161,21.0817532358,20.9867280087,20.9867280087,exact_HLG_theory
-1.54000000,20.5795055829,21.2263107227,21.1327022459,21.1327022459,exact_HLG_theory
-1.52000000,20.7121040636,21.3710238912,21.2796918142,21.2796918142,exact_HLG_theory
-1.50000000,20.8449265397,21.5144610468,21.4277037758,21.4277037758,exact_HLG_theory
-1.48000000,20.9785910291,21.6600747882,21.5767452421,21.5767452421,exact_HLG_theory
-1.46000000,21.1136265246,21.8056722134,21.7268233736,21.7268233736,exact_HLG_theory
-1.44000000,21.2543083952,21.9629344449,21.8779453812,21.8779453812,exact_HLG_theory
-1.42000000,21.3959385928,22.1137628551,22.0301185254,22.0301185254,exact_HLG_theory
-1.40000000,21.5425309976,22.2708225992,22.1833501176,22.1833501176,exact_HLG_theory
-1.38000000,21.6854971961,22.4219836130,22.3376475198,22.3376475198,exact_HLG_theory
-1.36000000,21.8337643085,22.5761174220,22.4930181452,22.4930181452,exact_HLG_theory
-1.34000000,21.9840822082,22.7346617615,22.6494694589,22.6494694589,exact_HLG_theory
-1.32000000,22.1396231663,22.8917059733,22.8070089774,22.8070089774,exact_HLG_theory
-1.30000000,22.2965568994,23.0521248772,22.9656442700,22.9656442700,exact_HLG_theory
-1.28000000,22.4579845464,23.2183831541,23.1253829583,23.1253829583,exact_HLG_theory
-1.26000000,22.6169122344,23.3823832459,23.2862327171,23.2862327171,exact_HLG_theory
-1.24000000,22.7733735717,23.5450688098,23.4482012744,23.4482012744,exact_HLG_theory
-1.22000000,22.9354718039,23.7108373304,23.6112964121,23.6112964121,exact_HLG_theory
-1.20000000,23.1014387322,23.8775761751,23.7755259662,23.7755259662,exact_HLG_theory
-1.18000000,23.2728168582,24.0410506337,23.9408978272,23.9408978272,exact_HLG_theory
-1.16000000,23.4427019541,24.2078443061,24.1074199404,24.1074199404,exact_HLG_theory
-1.14000000,23.6152745490,24.3789403446,24.2751003065,24.2751003065,exact_HLG_theory
-1.12000000,23.7898929193,24.5525615461,24.4439469819,24.4439469819,exact_HLG_theory
-1.10000000,23.9695248350,24.7282217086,24.6139680787,24.6139680787,exact_HLG_theory
-1.08000000,24.1500698254,24.9074215781,24.7851717657,24.7851717657,exact_HLG_theory
-1.06000000,24.3339017304,25.0856896561,24.9575662686,24.9575662686,exact_HLG_theory
-1.04000000,24.5188135751,25.2604134765,25.1311598701,25.1311598701,exact_HLG_theory
-1.02000000,24.7002507627,25.4342208865,25.3059609106,25.3059609106,exact_HLG_theory
-1.00000000,24.8774609249,25.6095853567,25.4819777884,25.4819777884,exact_HLG_theory
-0.98000000,25.0533513117,25.7872934088,25.6592189605,25.6592189605,exact_HLG_theory
-0.96000000,25.2300187600,25.9681315643,25.8376929423,25.8376929423,exact_HLG_theory
-0.94000000,25.4081514762,26.1445944753,26.0174083090,26.0174083090,exact_HLG_theory
-0.92000000,25.5840994451,26.3205826521,26.1983736948,26.1983736948,exact_HLG_theory
-0.90000000,25.7604358859,26.4986682903,26.3805977944,26.3805977944,exact_HLG_theory
-0.88000000,25.9386026829,26.6757010149,26.5640893629,26.5640893629,exact_HLG_theory
-0.86000000,26.1191897271,26.8570954620,26.7488572162,26.7488572162,exact_HLG_theory
-0.84000000,26.3027869098,27.0476820868,26.9349102315,26.9349102315,exact_HLG_theory
-0.82000000,26.4846844670,27.2319359877,27.1222573479,27.1222573479,exact_HLG_theory
-0.80000000,26.6686920887,27.4174972668,27.3109075665,27.3109075665,exact_HLG_theory
-0.78000000,26.8468388648,27.6046271109,27.5008699512,27.5008699512,exact_HLG_theory
-0.76000000,27.0333715451,27.7907748539,27.6921536288,27.6921536288,exact_HLG_theory
-0.74000000,27.2199143126,27.9811367724,27.8847677895,27.8847677895,exact_HLG_theory
-0.72000000,27.4088848776,28.1752622061,28.0787216877,28.0787216877,exact_HLG_theory
-0.70000000,27.5933736444,28.3692025341,28.2740246419,28.2740246419,exact_HLG_theory
-0.68000000,27.7796235424,28.5643359407,28.4706860356,28.4706860356,exact_HLG_theory
-0.66000000,27.9704442899,28.7559676924,28.6687153175,28.6687153175,exact_HLG_theory
-0.64000000,28.1655097106,28.9512113644,28.8681220019,28.8681220019,exact_HLG_theory
-0.62000000,28.3680705164,29.1485092156,29.0689156696,29.0689156696,exact_HLG_theory
-0.60000000,28.5707504131,29.3475414671,29.2711059676,29.2711059676,exact_HLG_theory
-0.58000000,28.7797541649,29.5515728413,29.4747026104,29.4747026104,exact_HLG_theory
-0.56000000,28.9905172948,29.7605050229,29.6797153798,29.6797153798,exact_HLG_theory
-0.54000000,29.2033049897,29.9742396967,29.8861541258,29.8861541258,exact_HLG_theory
-0.52000000,29.4190112296,30.1926785476,30.0940287668,30.0940287668,exact_HLG_theory
-0.50000000,29.6400332749,30.4104698032,30.3033492903,30.3033492903,exact_HLG_theory
-0.48000000,29.8605895917,30.6229432143,30.5141257532,30.5141257532,exact_HLG_theory
-0.46000000,30.0821525562,30.8356034024,30.7263682823,30.7263682823,exact_HLG_theory
-0.44000000,30.3046904018,31.0517579057,30.9400870749,30.9400870749,exact_HLG_theory
-0.42000000,30.5281585605,31.2679658134,31.1552923994,31.1552923994,exact_HLG_theory
-0.40000000,30.7535692213,31.4866959558,31.3719945952,31.3719945952,exact_HLG_theory
-0.38000000,30.9804308083,31.7087986121,31.5902040740,31.5902040740,exact_HLG_theory
-0.36000000,31.2015181197,31.9303170782,31.8099313197,31.8099313197,exact_HLG_theory
-0.34000000,31.4242285033,32.1546059247,32.0311868893,32.0311868893,exact_HLG_theory
-0.32000000,31.6532455046,32.3854853872,32.2539814131,32.2539814131,exact_HLG_theory
-0.30000000,31.8794961274,32.6138824692,32.4783255953,32.4783255953,exact_HLG_theory
-0.28000000,32.1029168107,32.8475805106,32.7042302148,32.7042302148,exact_HLG_theory
-0.26000000,32.3283623341,33.0820978227,32.9317061251,32.9317061251,exact_HLG_theory
-0.24000000,32.5551403394,33.3182361427,33.1607642555,33.1607642555,exact_HLG_theory
-0.22000000,32.7821149735,33.5391501916,33.3914156112,33.3914156112,exact_HLG_theory
-0.20000000,33.0053315418,33.7630351411,33.6236712739,33.6236712739,exact_HLG_theory
-0.18000000,33.2293598581,33.9854400346,33.8575424026,33.8575424026,exact_HLG_theory
-0.16000000,33.4573441071,34.2082259195,34.0930402335,34.0930402335,exact_HLG_theory
-0.14000000,33.6817213905,34.4393290382,34.3301760815,34.3301760815,exact_HLG_theory
-0.12000000,33.9031615699,34.6741207925,34.5689613397,34.5689613397,exact_HLG_theory
-0.10000000,34.1234237758,34.9115197154,34.8094074807,34.8094074807,exact_HLG_theory
-0.08000000,34.3478414396,35.1504443396,35.0515260569,35.0515260569,exact_HLG_theory
-0.06000000,34.5769035955,35.3884635702,35.2953287009,35.2953287009,exact_HLG_theory
-0.04000000,34.8080792708,35.6262356102,35.5408271265,35.5408271265,exact_HLG_theory
-0.02000000,35.0397660853,35.8667183272,35.7880331286,35.7880331286,exact_HLG_theory
-0.00000000,35.2722008368,36.1090042996,36.0369585844,36.0369585844,exact_HLG_theory
0.02000000,35.5098561823,36.3516397311,36.2876154538,36.2876154538,exact_HLG_theory
0.04000000,35.7525092191,36.5921675001,36.5400157795,36.5400157795,exact_HLG_theory
0.06000000,36.0013122491,36.8312135021,36.7941716883,36.7941716883,exact_HLG_theory
0.08000000,36.2551770992,37.0692747581,37.0500953913,37.0500953913,exact_HLG_theory
0.10000000,36.5148144213,37.3067194154,37.3077991844,37.3077991844,exact_HLG_theory
0.12000000,36.7789224387,37.5470929121,37.5672954491,37.5672954491,exact_HLG_theory
0.14000000,37.0465723604,37.7938796525,37.8285966531,37.8285966531,exact_HLG_theory
0.16000000,37.3154814789,38.0451081114,38.0917153507,38.0917153507,exact_HLG_theory
0.18000000,37.5841202953,38.2993678290,38.3566641836,38.3566641836,exact_HLG_theory
0.20000000,37.8523173087,38.5606545242,38.6234558813,38.6234558813,exact_HLG_theory
0.22000000,38.1197992752,38.8273232088,38.8921032621,38.8921032621,exact_HLG_theory
0.24000000,38.3897412050,39.0980925938,39.1626192331,39.1626192331,exact_HLG_theory
0.26000000,38.6629053046,39.3772469510,39.4350167916,39.4350167916,exact_HLG_theory
0.28000000,38.9418926601,39.6618689290,39.7093090248,39.7093090248,exact_HLG_theory
0.30000000,39.2192864626,39.9457696640,39.9855091115,39.9855091115,exact_HLG_theory
0.32000000,39.4973194195,40.2376936963,40.2636303216,40.2636303216,exact_HLG_theory
0.34000000,39.7777325977,40.5278934672,40.5436860178,40.5436860178,exact_HLG_theory
0.36000000,40.0563872146,40.8245227709,40.8256896554,40.8256896554,exact_HLG_theory
0.38000000,40.3356839138,41.1272766874,41.1096547834,41.1096547834,exact_HLG_theory
0.40000000,40.6105344012,41.4503306990,41.3955950451,41.3955950451,exact_HLG_theory
0.42000000,40.8857407890,41.7716496205,41.6835241785,41.6835241785,exact_HLG_theory
0.44000000,41.1557119712,42.0923369548,41.9734560175,41.9734560175,exact_HLG_theory
0.46000000,41.4064595978,42.4154583257,42.2654044919,42.2654044919,exact_HLG_theory
0.48000000,41.6527430922,42.7419759468,42.5593836285,42.5593836285,exact_HLG_theory
0.50000000,41.9097938794,43.0638399728,42.8554075517,42.8554075517,exact_HLG_theory
0.52000000,42.1739903563,43.3781077372,43.1534904841,43.1534904841,exact_HLG_theory
0.54000000,42.4471749437,43.6903266355,43.4536467473,43.4536467473,exact_HLG_theory
0.56000000,42.7296565061,44.0027324085,43.7558907624,43.7558907624,exact_HLG_theory
0.58000000,43.0184886158,44.3175528936,44.0602370509,44.0602370509,exact_HLG_theory
0.60000000,43.3119029498,44.6279170138,44.3667002352,44.3667002352,exact_HLG_theory
0.62000000,43.6088638474,44.9345077815,44.6752950395,44.6752950395,exact_HLG_theory
0.64000000,43.9157738796,45.2375850571,44.9860362905,44.9860362905,exact_HLG_theory
0.66000000,44.2282125584,45.5367995614,45.2989389177,45.2989389177,exact_HLG_theory
0.68000000,44.5423499230,45.8362564660,45.6140179549,45.6140179549,exact_HLG_theory
0.70000000,44.8620070208,46.1379415950,45.9312885401,45.9312885401,exact_HLG_theory
0.72000000,45.1852202867,46.4388820260,46.2507659167,46.2507659167,exact_HLG_theory
0.74000000,45.5086960722,46.7418701257,46.5724654342,46.5724654342,exact_HLG_theory
0.76000000,45.8313611752,47.0482979370,46.8964025488,46.8964025488,exact_HLG_theory
0.78000000,46.1543774734,47.3547581384,47.2225928242,47.2225928242,exact_HLG_theory
0.80000000,46.4823019136,47.6650102312,47.5510519324,47.5510519324,exact_HLG_theory
0.82000000,46.8155768525,47.9798524771,47.8817956543,47.8817956543,exact_HLG_theory
0.84000000,47.1499775330,48.2991763367,48.2148398808,48.2148398808,exact_HLG_theory
0.86000000,47.4887874721,48.6229004017,48.5502006131,48.5502006131,exact_HLG_theory
0.88000000,47.8306160395,48.9509703957,48.8878939637,48.8878939637,exact_HLG_theory
0.90000000,48.1758826969,49.2832001112,49.2279361573,49.2279361573,exact_HLG_theory
0.92000000,48.5124168124,49.6156746479,49.5703435315,49.5703435315,exact_HLG_theory
0.94000000,48.8455369319,49.9488166730,49.9151325372,49.9151325372,exact_HLG_theory
0.96000000,49.1794857490,50.2877098111,50.2610925950,50.2610925950,exact_HLG_theory
0.98000000,49.5128348979,50.6338532517,50.6053056741,50.6053056741,exact_HLG_theory
1.00000000,49.8401112557,50.9751218075,50.9476877923,50.9476877923,exact_HLG_theory
1.02000000,50.1629358931,51.3040267205,51.2882831362,51.2882831362,exact_HLG_theory
1.04000000,50.4764235374,51.6320559676,51.6271344778,51.6271344778,exact_HLG_theory
1.06000000,50.7833042953,51.9632416185,51.9642832328,51.9642832328,exact_HLG_theory
1.08000000,51.1061646314,52.2953876382,52.2997695170,52.2997695170,exact_HLG_theory
1.10000000,51.4435970228,52.6202653676,52.6336321990,52.6336321990,exact_HLG_theory
1.12000000,51.7825693290,52.9434333213,52.9659089507,52.9659089507,exact_HLG_theory
1.14000000,52.1218821156,53.2719638032,53.2966362951,53.2966362951,exact_HLG_theory
1.16000000,52.4567032484,53.5999203562,53.6258496518,53.6258496518,exact_HLG_theory
1.18000000,52.7875615853,53.9287220671,53.9535833799,53.9535833799,exact_HLG_theory
1.20000000,53.1178367850,54.2522122305,54.2798708196,54.2798708196,exact_HLG_theory
1.22000000,53.4423167058,54.5698044992,54.6047443311,54.6047443311,exact_HLG_theory
1.24000000,53.7697964951,54.8880599114,54.9282353319,54.9282353319,exact_HLG_theory
1.26000000,54.0944644400,55.2074678390,55.2503743324,55.2503743324,exact_HLG_theory
1.28000000,54.4204372202,55.5259340214,55.5711909695,55.5711909695,exact_HLG_theory
1.30000000,54.7474651798,55.8435022526,55.8907140394,55.8907140394,exact_HLG_theory
1.32000000,55.0687239211,56.1597140383,56.2089715280,56.2089715280,exact_HLG_theory
1.34000000,55.3868952765,56.4779841774,56.5259906404,56.5259906404,exact_HLG_theory
1.36000000,55.7025487135,56.7964067313,56.8417978290,56.8417978290,exact_HLG_theory
1.38000000,56.0193852892,57.1133967520,57.1564188206,57.1564188206,exact_HLG_theory
1.40000000,56.3356882165,57.4330442132,57.4698786415,57.4698786415,exact_HLG_theory
1.42000000,56.6561134516,57.7525574365,57.7822016427,57.7822016427,exact_HLG_theory
1.44000000,56.9749719199,58.0708672667,58.0934115226,58.0934115226,exact_HLG_theory
1.46000000,57.2926426180,58.3915720402,58.4035313502,58.4035313502,exact_HLG_theory
1.48000000,57.6056193690,58.7090644154,58.7125835862,58.7125835862,exact_HLG_theory
1.50000000,57.9254229859,59.0265623394,59.0205901035,59.0205901035,exact_HLG_theory
1.52000000,58.2341193490,59.3388541067,59.3275722071,59.3275722071,exact_HLG_theory
1.54000000,58.5453347087,59.6519162768,59.6335506530,59.6335506530,exact_HLG_theory
1.56000000,58.8576987341,59.9691593688,59.9385456662,59.9385456662,exact_HLG_theory
1.58000000,59.1679499979,60.2815336717,60.2425769582,60.2425769582,exact_HLG_theory
1.60000000,59.4764629415,60.5849810056,60.5456637435,60.5456637435,exact_HLG_theory
1.62000000,59.7835544998,60.8840976487,60.8478247559,60.8478247559,exact_HLG_theory
1.64000000,60.0908576085,61.1837004207,61.1490782635,61.1490782635,exact_HLG_theory
1.66000000,60.4033124232,61.4787286011,61.4494420835,61.4494420835,exact_HLG_theory
1.68000000,60.7210085157,61.7661554796,61.7489335969,61.7489335969,exact_HLG_theory
1.70000000,61.0413710046,62.0532223285,62.0475697612,62.0475697612,exact_HLG_theory
1.72000000,61.3624832663,62.3407311213,62.3453671244,62.3453671244,exact_HLG_theory
1.74000000,61.6826534597,62.6302172092,62.6423418370,62.6423418370,exact_HLG_theory
1.76000000,62.0043352284,62.9166071742,62.9385096643,62.9385096643,exact_HLG_theory
1.78000000,62.3302032833,63.2001959620,63.2338859980,63.2338859980,exact_HLG_theory
1.80000000,62.6581198213,63.4783667165,63.5284858676,63.5284858676,exact_HLG_theory
1.82000000,62.9854515853,63.7596430645,63.8223239509,63.8223239509,exact_HLG_theory
1.84000000,63.3204583045,64.0444830642,64.1154145847,64.1154145847,exact_HLG_theory
1.86000000,63.6591609945,64.3272804669,64.4077717746,64.4077717746,exact_HLG_theory
1.88000000,64.0023286901,64.6062431536,64.6994092047,64.6994092047,exact_HLG_theory
1.90000000,64.3464996691,64.8856213459,64.9903402468,64.9903402468,exact_HLG_theory
1.92000000,64.6911873449,65.1648148188,65.2805779699,65.2805779699,exact_HLG_theory
1.94000000,65.0414314898,65.4432249565,65.5701351480,65.5701351480,exact_HLG_theory
1.96000000,65.3950202155,65.7214416502,65.8590242692,65.8590242692,exact_HLG_theory
1.98000000,65.7506200920,66.0000547911,66.1472575432,66.1472575432,exact_HLG_theory
2.00000000,66.1175526573,66.2834755007,66.4348469095,66.4348469095,exact_HLG_theory
2.02000000,66.4916592121,66.5672780815,66.7218040446,66.7218040446,exact_HLG_theory
2.04000000,66.8624316689,66.8520232836,67.0081403695,67.0081403695,exact_HLG_theory
2.06000000,67.2327467515,67.1421364522,67.2938670564,67.2938670564,exact_HLG_theory
2.08000000,67.6059205040,67.4275223088,67.5789950357,67.5789950357,exact_HLG_theory
2.10000000,67.9754572482,67.7125800371,67.8635350025,67.8635350025,exact_HLG_theory
2.12000000,68.3346617035,67.9929610653,68.1474974227,68.1474974227,exact_HLG_theory
2.14000000,68.6898934695,68.2730437947,68.4308925394,68.4308925394,exact_HLG_theory
2.16000000,69.0360405550,68.5535035450,68.7137303787,68.7137303787,exact_HLG_theory
2.18000000,69.3741317263,68.8326465123,68.9960207553,68.9960207553,exact_HLG_theory
2.20000000,69.7033612877,69.1102210228,69.2777732782,69.2777732782,exact_HLG_theory
2.22000000,70.0230731037,69.3881773540,69.5589973558,69.5589973558,exact_HLG_theory
2.24000000,70.3327605982,69.6678903694,69.8397022014,69.8397022014,exact_HLG_theory
2.26000000,70.6320667552,69.9445936248,70.1198968380,70.1198968380,exact_HLG_theory
2.28000000,70.9207841182,70.2223629613,70.3995901032,70.3995901032,exact_HLG_theory
2.30000000,71.1988547905,70.5062301584,70.6787906538,70.6787906538,exact_HLG_theory
2.32000000,71.4663704352,70.7871924310,70.9575069704,70.9575069704,exact_HLG_theory
2.34000000,71.7235722754,71.0680404993,71.2357473622,71.2357473622,exact_HLG_theory
